Date,Altas nuevos usuarios activos ab. anual sin ttp,Altas nuevos usuarios activos ab. anual con ttp,Altas nuevos usuarios activos ab. anual total,,Usuarios activos ab. anual sin ttp acumulado desde inicio,Usuarios activos ab. anual con ttp acumulado desde inicio,Usuarios activos ab. anual total acumulado desde inicio,,,,,,,,,,,,
6/23/2014,47,44,91,,47,44,91,,,,,,,,,,,,
6/24/2014,21,19,40,,68,63,131,,,,,,,,,,,,
6/25/2014,193,180,373,,261,243,504,,,,,,,,,,,,
6/26/2014,150,113,263,,411,356,767,,,,,,,,,,,,
6/27/2014,185,155,340,,596,511,"1,107",,,,,,,,,,,,
6/28/2014,153,132,285,,749,643,"1,392",,,,,,,,,,,,
6/29/2014,144,128,272,,893,771,"1,664",,,,,,,,,,,,
6/30/2014,201,159,360,,"1,094",930,"2,024",,,,,,,,,,,,
7/1/2014,166,164,330,,"1,260","1,094","2,354",,,,,,,,,,,,
7/2/2014,137,119,256,,"1,397","1,213","2,610",,,,,,,,,,,,
7/3/2014,85,73,158,,"1,482","1,286","2,768",,,,,,,,,,,,
7/4/2014,163,142,305,,"1,645","1,428","3,073",,,,,,,,,,,,
7/5/2014,236,155,391,,"1,881","1,583","3,464",,,,,,,,,,,,
7/6/2014,215,138,353,,"2,096","1,721","3,817",,,,,,,,,,,,
7/7/2014,223,156,379,,"2,319","1,877","4,196",,,,,,,,,,,,
7/8/2014,184,147,331,,"2,503","2,024","4,527",,,,,,,,,,,,
7/9/2014,153,113,266,,"2,656","2,137","4,793",,,,,,,,,,,,
7/10/2014,117,108,225,,"2,773","2,245","5,018",,,,,,,,,,,,
7/11/2014,141,119,260,,"2,914","2,364","5,278",,,,,,,,,,,,
7/12/2014,173,122,295,,"3,087","2,486","5,573",,,,,,,,,,,,
7/13/2014,148,125,273,,"3,235","2,611","5,846",,,,,,,,,,,,
7/14/2014,117,113,230,,"3,352","2,724","6,076",,,,,,,,,,,,
7/15/2014,136,90,226,,"3,488","2,814","6,302",,,,,,,,,,,,
7/16/2014,92,100,192,,"3,580","2,914","6,494",,,,,,,,,,,,
7/17/2014,95,90,185,,"3,675","3,004","6,679",,,,,,,,,,,,
7/18/2014,103,72,175,,"3,778","3,076","6,854",,,,,,,,,,,,
7/19/2014,138,118,256,,"3,916","3,194","7,110",,,,,,,,,,,,
7/20/2014,142,104,246,,"4,058","3,298","7,356",,,,,,,,,,,,
7/21/2014,106,72,178,,"4,164","3,370","7,534",,,,,,,,,,,,
7/22/2014,77,78,155,,"4,241","3,448","7,689",,,,,,,,,,,,
7/23/2014,79,83,162,,"4,320","3,531","7,851",,,,,,,,,,,,
7/24/2014,104,71,175,,"4,424","3,602","8,026",,,,,,,,,,,,
7/25/2014,90,65,155,,"4,514","3,667","8,181",,,,,,,,,,,,
7/26/2014,93,61,154,,"4,607","3,728","8,335",,,,,,,,,,,,
7/27/2014,86,57,143,,"4,693","3,785","8,478",,,,,,,,,,,,
7/28/2014,64,62,126,,"4,757","3,847","8,604",,,,,,,,,,,,
7/29/2014,66,63,129,,"4,823","3,910","8,733",,,,,,,,,,,,
7/30/2014,75,73,148,,"4,898","3,983","8,881",,,,,,,,,,,,
7/31/2014,74,62,136,,"4,972","4,045","9,017",,,,,,,,,,,,
8/1/2014,56,59,115,,"5,028","4,104","9,132",,,,,,,,,,,,
8/2/2014,113,102,215,,"5,141","4,206","9,347",,,,,,,,,,,,
8/3/2014,121,73,194,,"5,262","4,279","9,541",,,,,,,,,,,,
8/4/2014,75,64,139,,"5,337","4,343","9,680",,,,,,,,,,,,
8/5/2014,90,63,153,,"5,427","4,406","9,833",,,,,,,,,,,,
8/6/2014,66,47,113,,"5,493","4,453","9,946",,,,,,,,,,,,
8/7/2014,61,56,117,,"5,554","4,509","10,063",,,,,,,,,,,,
8/8/2014,51,63,114,,"5,605","4,572","10,177",,,,,,,,,,,,
8/9/2014,84,85,169,,"5,689","4,657","10,346",,,,,,,,,,,,
8/10/2014,80,82,162,,"5,769","4,739","10,508",,,,,,,,,,,,
8/11/2014,56,58,114,,"5,825","4,797","10,622",,,,,,,,,,,,
8/12/2014,61,78,139,,"5,886","4,875","10,761",,,,,,,,,,,,
8/13/2014,63,61,124,,"5,949","4,936","10,885",,,,,,,,,,,,
8/14/2014,62,50,112,,"6,011","4,986","10,997",,,,,,,,,,,,
8/15/2014,67,49,116,,"6,078","5,035","11,113",,,,,,,,,,,,
8/16/2014,62,59,121,,"6,140","5,094","11,234",,,,,,,,,,,,
8/17/2014,76,52,128,,"6,216","5,146","11,362",,,,,,,,,,,,
8/18/2014,66,63,129,,"6,282","5,209","11,491",,,,,,,,,,,,
8/19/2014,67,52,119,,"6,349","5,261","11,610",,,,,,,,,,,,
8/20/2014,77,83,160,,"6,426","5,344","11,770",,,,,,,,,,,,
8/21/2014,79,58,137,,"6,505","5,402","11,907",,,,,,,,,,,,
8/22/2014,58,62,120,,"6,563","5,464","12,027",,,,,,,,,,,,
8/23/2014,92,79,171,,"6,655","5,543","12,198",,,,,,,,,,,,
8/24/2014,110,75,185,,"6,765","5,618","12,383",,,,,,,,,,,,
8/25/2014,57,66,123,,"6,822","5,684","12,506",,,,,,,,,,,,
8/26/2014,71,75,146,,"6,893","5,759","12,652",,,,,,,,,,,,
8/27/2014,77,80,157,,"6,970","5,839","12,809",,,,,,,,,,,,
8/28/2014,80,67,147,,"7,050","5,906","12,956",,,,,,,,,,,,
8/29/2014,83,78,161,,"7,133","5,984","13,117",,,,,,,,,,,,
8/30/2014,92,89,181,,"7,225","6,073","13,298",,,,,,,,,,,,
8/31/2014,111,86,197,,"7,336","6,159","13,495",,,,,,,,,,,,
9/1/2014,112,86,198,,"7,448","6,245","13,693",,,,,,,,,,,,
9/2/2014,105,68,173,,"7,553","6,313","13,866",,,,,,,,,,,,
9/3/2014,94,73,167,,"7,647","6,386","14,033",,,,,,,,,,,,
9/4/2014,94,77,171,,"7,741","6,463","14,204",,,,,,,,,,,,
9/5/2014,95,43,138,,"7,836","6,506","14,342",,,,,,,,,,,,
9/6/2014,148,97,245,,"7,984","6,603","14,587",,,,,,,,,,,,
9/7/2014,156,96,252,,"8,140","6,699","14,839",,,,,,,,,,,,
9/8/2014,101,95,196,,"8,241","6,794","15,035",,,,,,,,,,,,
9/9/2014,107,72,179,,"8,348","6,866","15,214",,,,,,,,,,,,
9/10/2014,55,38,93,,"8,403","6,904","15,307",,,,,,,,,,,,
9/11/2014,86,61,147,,"8,489","6,965","15,454",,,,,,,,,,,,
9/12/2014,98,68,166,,"8,587","7,033","15,620",,,,,,,,,,,,
9/13/2014,129,95,224,,"8,716","7,128","15,844",,,,,,,,,,,,
9/14/2014,155,102,257,,"8,871","7,230","16,101",,,,,,,,,,,,
9/15/2014,124,89,213,,"8,995","7,319","16,314",,,,,,,,,,,,
9/16/2014,94,82,176,,"9,089","7,401","16,490",,,,,,,,,,,,
9/17/2014,79,83,162,,"9,168","7,484","16,652",,,,,,,,,,,,
9/18/2014,101,57,158,,"9,269","7,541","16,810",,,,,,,,,,,,
9/19/2014,69,79,148,,"9,338","7,620","16,958",,,,,,,,,,,,
9/20/2014,127,97,224,,"9,465","7,717","17,182",,,,,,,,,,,,
9/21/2014,145,104,249,,"9,610","7,821","17,431",,,,,,,,,,,,
9/22/2014,94,60,154,,"9,704","7,881","17,585",,,,,,,,,,,,
9/23/2014,97,87,184,,"9,801","7,968","17,769",,,,,,,,,,,,
9/24/2014,77,69,146,,"9,878","8,037","17,915",,,,,,,,,,,,
9/25/2014,80,77,157,,"9,958","8,114","18,072",,,,,,,,,,,,
9/26/2014,69,66,135,,"10,027","8,180","18,207",,,,,,,,,,,,
9/27/2014,101,81,182,,"10,128","8,261","18,389",,,,,,,,,,,,
9/28/2014,103,59,162,,"10,231","8,320","18,551",,,,,,,,,,,,
9/29/2014,77,63,140,,"10,308","8,383","18,691",,,,,,,,,,,,
9/30/2014,88,66,154,,"10,396","8,449","18,845",,,,,,,,,,,,
10/1/2014,69,66,135,,"10,465","8,515","18,980",,,,,,,,,,,,
10/2/2014,74,74,148,,"10,539","8,589","19,128",,,,,,,,,,,,
10/3/2014,79,73,152,,"10,618","8,662","19,280",,,,,,,,,,,,
10/4/2014,133,108,241,,"10,751","8,770","19,521",,,,,,,,,,,,
10/5/2014,115,99,214,,"10,866","8,869","19,735",,,,,,,,,,,,
10/6/2014,75,85,160,,"10,941","8,954","19,895",,,,,,,,,,,,
10/7/2014,65,62,127,,"11,006","9,016","20,022",,,,,,,,,,,,
10/8/2014,66,50,116,,"11,072","9,066","20,138",,,,,,,,,,,,
10/9/2014,22,25,47,,"11,094","9,091","20,185",,,,,,,,,,,,
10/10/2014,56,36,92,,"11,150","9,127","20,277",,,,,,,,,,,,
10/11/2014,75,62,137,,"11,225","9,189","20,414",,,,,,,,,,,,
10/12/2014,80,57,137,,"11,305","9,246","20,551",,,,,,,,,,,,
10/13/2014,44,37,81,,"11,349","9,283","20,632",,,,,,,,,,,,
10/14/2014,32,29,61,,"11,381","9,312","20,693",,,,,,,,,,,,
10/15/2014,42,46,88,,"11,423","9,358","20,781",,,,,,,,,,,,
10/16/2014,41,51,92,,"11,464","9,409","20,873",,,,,,,,,,,,
10/17/2014,66,46,112,,"11,530","9,455","20,985",,,,,,,,,,,,
10/18/2014,102,90,192,,"11,632","9,545","21,177",,,,,,,,,,,,
10/19/2014,134,93,227,,"11,766","9,638","21,404",,,,,,,,,,,,
10/20/2014,69,56,125,,"11,835","9,694","21,529",,,,,,,,,,,,
10/21/2014,75,63,138,,"11,910","9,757","21,667",,,,,,,,,,,,
10/22/2014,65,60,125,,"11,975","9,817","21,792",,,,,,,,,,,,
10/23/2014,60,60,120,,"12,035","9,877","21,912",,,,,,,,,,,,
10/24/2014,78,72,150,,"12,113","9,949","22,062",,,,,,,,,,,,
10/25/2014,90,86,176,,"12,203","10,035","22,238",,,,,,,,,,,,
10/26/2014,120,104,224,,"12,323","10,139","22,462",,,,,,,,,,,,
10/27/2014,54,57,111,,"12,377","10,196","22,573",,,,,,,,,,,,
10/28/2014,60,62,122,,"12,437","10,258","22,695",,,,,,,,,,,,
10/29/2014,70,53,123,,"12,507","10,311","22,818",,,,,,,,,,,,
10/30/2014,59,65,124,,"12,566","10,376","22,942",,,,,,,,,,,,
10/31/2014,53,80,133,,"12,619","10,456","23,075",,,,,,,,,,,,
11/1/2014,119,102,221,,"12,738","10,558","23,296",,,,,,,,,,,,
11/2/2014,99,75,174,,"12,837","10,633","23,470",,,,,,,,,,,,
11/3/2014,26,32,58,,"12,863","10,665","23,528",,,,,,,,,,,,
11/4/2014,31,29,60,,"12,894","10,694","23,588",,,,,,,,,,,,
11/5/2014,45,34,79,,"12,939","10,728","23,667",,,,,,,,,,,,
11/6/2014,42,49,91,,"12,981","10,777","23,758",,,,,,,,,,,,
11/7/2014,34,54,88,,"13,015","10,831","23,846",,,,,,,,,,,,
11/8/2014,49,51,100,,"13,064","10,882","23,946",,,,,,,,,,,,
11/9/2014,67,61,128,,"13,131","10,943","24,074",,,,,,,,,,,,
11/10/2014,59,67,126,,"13,190","11,010","24,200",,,,,,,,,,,,
11/11/2014,30,24,54,,"13,220","11,034","24,254",,,,,,,,,,,,
11/12/2014,36,28,64,,"13,256","11,062","24,318",,,,,,,,,,,,
11/13/2014,29,28,57,,"13,285","11,090","24,375",,,,,,,,,,,,
11/14/2014,5,10,15,,"13,290","11,100","24,390",,,,,,,,,,,,
11/15/2014,39,47,86,,"13,329","11,147","24,476",,,,,,,,,,,,
11/16/2014,45,58,103,,"13,374","11,205","24,579",,,,,,,,,,,,
11/17/2014,29,43,72,,"13,403","11,248","24,651",,,,,,,,,,,,
11/18/2014,33,28,61,,"13,436","11,276","24,712",,,,,,,,,,,,
11/19/2014,28,43,71,,"13,464","11,319","24,783",,,,,,,,,,,,
11/20/2014,31,40,71,,"13,495","11,359","24,854",,,,,,,,,,,,
11/21/2014,29,46,75,,"13,524","11,405","24,929",,,,,,,,,,,,
11/22/2014,51,50,101,,"13,575","11,455","25,030",,,,,,,,,,,,
11/23/2014,26,41,67,,"13,601","11,496","25,097",,,,,,,,,,,,
11/24/2014,41,30,71,,"13,642","11,526","25,168",,,,,,,,,,,,
11/25/2014,31,25,56,,"13,673","11,551","25,224",,,,,,,,,,,,
11/26/2014,30,33,63,,"13,703","11,584","25,287",,,,,,,,,,,,
11/27/2014,24,19,43,,"13,727","11,603","25,330",,,,,,,,,,,,
11/28/2014,18,18,36,,"13,745","11,621","25,366",,,,,,,,,,,,
11/29/2014,32,36,68,,"13,777","11,657","25,434",,,,,,,,,,,,
11/30/2014,45,50,95,,"13,822","11,707","25,529",,,,,,,,,,,,
12/1/2014,44,35,79,,"13,866","11,742","25,608",,,,,,,,,,,,
12/2/2014,42,41,83,,"13,908","11,783","25,691",,,,,,,,,,,,
12/3/2014,37,49,86,,"13,945","11,832","25,777",,,,,,,,,,,,
12/4/2014,37,42,79,,"13,982","11,874","25,856",,,,,,,,,,,,
12/5/2014,23,60,83,,"14,005","11,934","25,939",,,,,,,,,,,,
12/6/2014,43,42,85,,"14,048","11,976","26,024",,,,,,,,,,,,
12/7/2014,40,45,85,,"14,088","12,021","26,109",,,,,,,,,,,,
12/8/2014,44,29,73,,"14,132","12,050","26,182",,,,,,,,,,,,
12/9/2014,39,29,68,,"14,171","12,079","26,250",,,,,,,,,,,,
12/10/2014,43,42,85,,"14,214","12,121","26,335",,,,,,,,,,,,
12/11/2014,36,28,64,,"14,250","12,149","26,399",,,,,,,,,,,,
12/12/2014,37,33,70,,"14,287","12,182","26,469",,,,,,,,,,,,
12/13/2014,39,22,61,,"14,326","12,204","26,530",,,,,,,,,,,,
12/14/2014,16,23,39,,"14,342","12,227","26,569",,,,,,,,,,,,
12/15/2014,29,34,63,,"14,371","12,261","26,632",,,,,,,,,,,,
12/16/2014,25,37,62,,"14,396","12,298","26,694",,,,,,,,,,,,
12/17/2014,20,16,36,,"14,416","12,314","26,730",,,,,,,,,,,,
12/18/2014,45,32,77,,"14,461","12,346","26,807",,,,,,,,,,,,
12/19/2014,47,44,91,,"14,508","12,390","26,898",,,,,,,,,,,,
12/20/2014,42,46,88,,"14,550","12,436","26,986",,,,,,,,,,,,
12/21/2014,74,48,122,,"14,624","12,484","27,108",,,,,,,,,,,,
12/22/2014,49,39,88,,"14,673","12,523","27,196",,,,,,,,,,,,
12/23/2014,35,31,66,,"14,708","12,554","27,262",,,,,,,,,,,,
12/24/2014,18,16,34,,"14,726","12,570","27,296",,,,,,,,,,,,
12/25/2014,24,16,40,,"14,750","12,586","27,336",,,,,,,,,,,,
12/26/2014,22,27,49,,"14,772","12,613","27,385",,,,,,,,,,,,
12/27/2014,27,19,46,,"14,799","12,632","27,431",,,,,,,,,,,,
12/28/2014,24,17,41,,"14,823","12,649","27,472",,,,,,,,,,,,
12/29/2014,14,10,24,,"14,837","12,659","27,496",,,,,,,,,,,,
12/30/2014,29,24,53,,"14,866","12,683","27,549",,,,,,,,,,,,
12/31/2014,15,16,31,,"14,881","12,699","27,580",,,,,,,,,,,,
1/1/2015,29,21,50,,"14,910","12,720","27,630",,,,,,,,,,,,
1/2/2015,35,31,66,,"14,945","12,751","27,696",,,,,,,,,,,,
1/3/2015,36,30,66,,"14,981","12,781","27,762",,,,,,,,,,,,
1/4/2015,37,43,80,,"15,018","12,824","27,842",,,,,,,,,,,,
1/5/2015,53,36,89,,"15,071","12,860","27,931",,,,,,,,,,,,
1/6/2015,33,34,67,,"15,104","12,894","27,998",,,,,,,,,,,,
1/7/2015,44,36,80,,"15,148","12,930","28,078",,,,,,,,,,,,
1/8/2015,34,38,72,,"15,182","12,968","28,150",,,,,,,,,,,,
1/9/2015,38,34,72,,"15,220","13,002","28,222",,,,,,,,,,,,
1/10/2015,59,52,111,,"15,279","13,054","28,333",,,,,,,,,,,,
1/11/2015,54,40,94,,"15,333","13,094","28,427",,,,,,,,,,,,
1/12/2015,31,26,57,,"15,364","13,120","28,484",,,,,,,,,,,,
1/13/2015,28,39,67,,"15,392","13,159","28,551",,,,,,,,,,,,
1/14/2015,27,30,57,,"15,419","13,189","28,608",,,,,,,,,,,,
1/15/2015,28,16,44,,"15,447","13,205","28,652",,,,,,,,,,,,
1/16/2015,18,38,56,,"15,465","13,243","28,708",,,,,,,,,,,,
1/17/2015,32,36,68,,"15,497","13,279","28,776",,,,,,,,,,,,
1/18/2015,18,18,36,,"15,515","13,297","28,812",,,,,,,,,,,,
1/19/2015,19,21,40,,"15,534","13,318","28,852",,,,,,,,,,,,
1/20/2015,13,20,33,,"15,547","13,338","28,885",,,,,,,,,,,,
1/21/2015,22,14,36,,"15,569","13,352","28,921",,,,,,,,,,,,
1/22/2015,20,19,39,,"15,589","13,371","28,960",,,,,,,,,,,,
1/23/2015,20,32,52,,"15,609","13,403","29,012",,,,,,,,,,,,
1/24/2015,43,36,79,,"15,652","13,439","29,091",,,,,,,,,,,,
1/25/2015,37,37,74,,"15,689","13,476","29,165",,,,,,,,,,,,
1/26/2015,29,24,53,,"15,718","13,500","29,218",,,,,,,,,,,,
1/27/2015,29,22,51,,"15,747","13,522","29,269",,,,,,,,,,,,
1/28/2015,25,25,50,,"15,772","13,547","29,319",,,,,,,,,,,,
1/29/2015,23,23,46,,"15,795","13,570","29,365",,,,,,,,,,,,
1/30/2015,26,19,45,,"15,821","13,589","29,410",,,,,,,,,,,,
1/31/2015,19,23,42,,"15,840","13,612","29,452",,,,,,,,,,,,
2/1/2015,25,29,54,,"15,865","13,641","29,506",,,,,,,,,,,,
2/2/2015,13,24,37,,"15,878","13,665","29,543",,,,,,,,,,,,
2/3/2015,18,22,40,,"15,896","13,687","29,583",,,,,,,,,,,,
2/4/2015,15,21,36,,"15,911","13,708","29,619",,,,,,,,,,,,
2/5/2015,12,16,28,,"15,923","13,724","29,647",,,,,,,,,,,,
2/6/2015,19,19,38,,"15,942","13,743","29,685",,,,,,,,,,,,
2/7/2015,16,17,33,,"15,958","13,760","29,718",,,,,,,,,,,,
2/8/2015,29,27,56,,"15,987","13,787","29,774",,,,,,,,,,,,
2/9/2015,22,20,42,,"16,009","13,807","29,816",,,,,,,,,,,,
2/10/2015,23,16,39,,"16,032","13,823","29,855",,,,,,,,,,,,
2/11/2015,16,22,38,,"16,048","13,845","29,893",,,,,,,,,,,,
2/12/2015,22,17,39,,"16,070","13,862","29,932",,,,,,,,,,,,
2/13/2015,32,26,58,,"16,102","13,888","29,990",,,,,,,,,,,,
2/14/2015,37,35,72,,"16,139","13,923","30,062",,,,,,,,,,,,
2/15/2015,33,30,63,,"16,172","13,953","30,125",,,,,,,,,,,,
2/16/2015,23,21,44,,"16,195","13,974","30,169",,,,,,,,,,,,
2/17/2015,20,25,45,,"16,215","13,999","30,214",,,,,,,,,,,,
2/18/2015,17,35,52,,"16,232","14,034","30,266",,,,,,,,,,,,
2/19/2015,14,29,43,,"16,246","14,063","30,309",,,,,,,,,,,,
2/20/2015,22,28,50,,"16,268","14,091","30,359",,,,,,,,,,,,
2/21/2015,37,48,85,,"16,305","14,139","30,444",,,,,,,,,,,,
2/22/2015,41,53,94,,"16,346","14,192","30,538",,,,,,,,,,,,
2/23/2015,21,30,51,,"16,367","14,222","30,589",,,,,,,,,,,,
2/24/2015,10,22,32,,"16,377","14,244","30,621",,,,,,,,,,,,
2/25/2015,27,26,53,,"16,404","14,270","30,674",,,,,,,,,,,,
2/26/2015,16,19,35,,"16,420","14,289","30,709",,,,,,,,,,,,
2/27/2015,23,31,54,,"16,443","14,320","30,763",,,,,,,,,,,,
2/28/2015,55,38,93,,"16,498","14,358","30,856",,,,,,,,,,,,
3/1/2015,63,55,118,,"16,561","14,413","30,974",,,,,,,,,,,,
3/2/2015,34,41,75,,"16,595","14,454","31,049",,,,,,,,,,,,
3/3/2015,35,29,64,,"16,630","14,483","31,113",,,,,,,,,,,,
3/4/2015,50,45,95,,"16,680","14,528","31,208",,,,,,,,,,,,
3/5/2015,32,44,76,,"16,712","14,572","31,284",,,,,,,,,,,,
3/6/2015,41,46,87,,"16,753","14,618","31,371",,,,,,,,,,,,
3/7/2015,80,88,168,,"16,833","14,706","31,539",,,,,,,,,,,,
3/8/2015,65,87,152,,"16,898","14,793","31,691",,,,,,,,,,,,
3/9/2015,43,47,90,,"16,941","14,840","31,781",,,,,,,,,,,,
3/10/2015,39,49,88,,"16,980","14,889","31,869",,,,,,,,,,,,
3/11/2015,42,62,104,,"17,022","14,951","31,973",,,,,,,,,,,,
3/12/2015,41,66,107,,"17,063","15,017","32,080",,,,,,,,,,,,
3/13/2015,41,55,96,,"17,104","15,072","32,176",,,,,,,,,,,,
3/14/2015,56,69,125,,"17,160","15,141","32,301",,,,,,,,,,,,
3/15/2015,41,48,89,,"17,201","15,189","32,390",,,,,,,,,,,,
3/16/2015,39,37,76,,"17,240","15,226","32,466",,,,,,,,,,,,
3/17/2015,18,39,57,,"17,258","15,265","32,523",,,,,,,,,,,,
3/18/2015,18,15,33,,"17,276","15,280","32,556",,,,,,,,,,,,
3/19/2015,30,32,62,,"17,306","15,312","32,618",,,,,,,,,,,,
3/20/2015,19,22,41,,"17,325","15,334","32,659",,,,,,,,,,,,
3/21/2015,14,33,47,,"17,339","15,367","32,706",,,,,,,,,,,,
3/22/2015,17,32,49,,"17,356","15,399","32,755",,,,,,,,,,,,
3/23/2015,4,12,16,,"17,360","15,411","32,771",,,,,,,,,,,,
3/24/2015,22,26,48,,"17,382","15,437","32,819",,,,,,,,,,,,
3/25/2015,19,25,44,,"17,401","15,462","32,863",,,,,,,,,,,,
3/26/2015,18,27,45,,"17,419","15,489","32,908",,,,,,,,,,,,
3/27/2015,42,45,87,,"17,461","15,534","32,995",,,,,,,,,,,,
3/28/2015,79,74,153,,"17,540","15,608","33,148",,,,,,,,,,,,
3/29/2015,60,79,139,,"17,600","15,687","33,287",,,,,,,,,,,,
3/30/2015,37,64,101,,"17,637","15,751","33,388",,,,,,,,,,,,
3/31/2015,42,65,107,,"17,679","15,816","33,495",,,,,,,,,,,,
4/1/2015,40,64,104,,"17,719","15,880","33,599",,,,,,,,,,,,
4/2/2015,55,77,132,,"17,774","15,957","33,731",,,,,,,,,,,,
4/3/2015,50,63,113,,"17,824","16,020","33,844",,,,,,,,,,,,
4/4/2015,55,82,137,,"17,879","16,102","33,981",,,,,,,,,,,,
4/5/2015,78,87,165,,"17,957","16,189","34,146",,,,,,,,,,,,
4/6/2015,41,80,121,,"17,998","16,269","34,267",,,,,,,,,,,,
4/7/2015,60,53,113,,"18,058","16,322","34,380",,,,,,,,,,,,
4/8/2015,52,62,114,,"18,110","16,384","34,494",,,,,,,,,,,,
4/9/2015,24,37,61,,"18,134","16,421","34,555",,,,,,,,,,,,
4/10/2015,42,53,95,,"18,176","16,474","34,650",,,,,,,,,,,,
4/11/2015,72,79,151,,"18,248","16,553","34,801",,,,,,,,,,,,
4/12/2015,79,77,156,,"18,327","16,630","34,957",,,,,,,,,,,,
4/13/2015,49,62,111,,"18,376","16,692","35,068",,,,,,,,,,,,
4/14/2015,41,50,91,,"18,417","16,742","35,159",,,,,,,,,,,,
4/15/2015,30,41,71,,"18,447","16,783","35,230",,,,,,,,,,,,
4/16/2015,38,45,83,,"18,485","16,828","35,313",,,,,,,,,,,,
4/17/2015,53,55,108,,"18,538","16,883","35,421",,,,,,,,,,,,
4/18/2015,64,80,144,,"18,602","16,963","35,565",,,,,,,,,,,,
4/19/2015,83,74,157,,"18,685","17,037","35,722",,,,,,,,,,,,
4/20/2015,48,42,90,,"18,733","17,079","35,812",,,,,,,,,,,,
4/21/2015,43,55,98,,"18,776","17,134","35,910",,,,,,,,,,,,
4/22/2015,38,48,86,,"18,814","17,182","35,996",,,,,,,,,,,,
4/23/2015,34,44,78,,"18,848","17,226","36,074",,,,,,,,,,,,
4/24/2015,49,49,98,,"18,897","17,275","36,172",,,,,,,,,,,,
4/25/2015,57,91,148,,"18,954","17,366","36,320",,,,,,,,,,,,
4/26/2015,25,32,57,,"18,979","17,398","36,377",,,,,,,,,,,,
4/27/2015,39,47,86,,"19,018","17,445","36,463",,,,,,,,,,,,
4/28/2015,37,45,82,,"19,055","17,490","36,545",,,,,,,,,,,,
4/29/2015,56,50,106,,"19,111","17,540","36,651",,,,,,,,,,,,
4/30/2015,28,54,82,,"19,139","17,594","36,733",,,,,,,,,,,,
5/1/2015,91,108,199,,"19,230","17,702","36,932",,,,,,,,,,,,
5/2/2015,74,87,161,,"19,304","17,789","37,093",,,,,,,,,,,,
5/3/2015,55,70,125,,"19,359","17,859","37,218",,,,,,,,,,,,
5/4/2015,48,59,107,,"19,407","17,918","37,325",,,,,,,,,,,,
5/5/2015,47,51,98,,"19,454","17,969","37,423",,,,,,,,,,,,
5/6/2015,53,74,127,,"19,507","18,043","37,550",,,,,,,,,,,,
5/7/2015,55,68,123,,"19,562","18,111","37,673",,,,,,,,,,,,
5/8/2015,72,73,145,,"19,634","18,184","37,818",,,,,,,,,,,,
5/9/2015,105,83,188,,"19,739","18,267","38,006",,,,,,,,,,,,
5/10/2015,104,108,212,,"19,843","18,375","38,218",,,,,,,,,,,,
5/11/2015,55,65,120,,"19,898","18,440","38,338",,,,,,,,,,,,
5/12/2015,67,71,138,,"19,965","18,511","38,476",,,,,,,,,,,,
5/13/2015,58,62,120,,"20,023","18,573","38,596",,,,,,,,,,,,
5/14/2015,59,65,124,,"20,082","18,638","38,720",,,,,,,,,,,,
5/15/2015,77,102,179,,"20,159","18,740","38,899",,,,,,,,,,,,
5/16/2015,69,76,145,,"20,228","18,816","39,044",,,,,,,,,,,,
5/17/2015,88,76,164,,"20,316","18,892","39,208",,,,,,,,,,,,
5/18/2015,48,67,115,,"20,364","18,959","39,323",,,,,,,,,,,,
5/19/2015,45,84,129,,"20,409","19,043","39,452",,,,,,,,,,,,
5/20/2015,43,65,108,,"20,452","19,108","39,560",,,,,,,,,,,,
5/21/2015,38,42,80,,"20,490","19,150","39,640",,,,,,,,,,,,
5/22/2015,53,68,121,,"20,543","19,218","39,761",,,,,,,,,,,,
5/23/2015,84,80,164,,"20,627","19,298","39,925",,,,,,,,,,,,
5/24/2015,87,71,158,,"20,714","19,369","40,083",,,,,,,,,,,,
5/25/2015,48,58,106,,"20,762","19,427","40,189",,,,,,,,,,,,
5/26/2015,53,68,121,,"20,815","19,495","40,310",,,,,,,,,,,,
5/27/2015,60,68,128,,"20,875","19,563","40,438",,,,,,,,,,,,
5/28/2015,47,58,105,,"20,922","19,621","40,543",,,,,,,,,,,,
5/29/2015,52,79,131,,"20,974","19,700","40,674",,,,,,,,,,,,
5/30/2015,68,86,154,,"21,042","19,786","40,828",,,,,,,,,,,,
5/31/2015,107,121,228,,"21,149","19,907","41,056",,,,,,,,,,,,
6/1/2015,61,84,145,,"21,210","19,991","41,201",,,,,,,,,,,,
6/2/2015,77,95,172,,"21,287","20,086","41,373",,,,,,,,,,,,
6/3/2015,89,108,197,,"21,376","20,194","41,570",,,,,,,,,,,,
6/4/2015,107,118,225,,"21,483","20,312","41,795",,,,,,,,,,,,
6/5/2015,67,99,166,,"21,550","20,411","41,961",,,,,,,,,,,,
6/6/2015,76,90,166,,"21,626","20,501","42,127",,,,,,,,,,,,
6/7/2015,75,108,183,,"21,701","20,609","42,310",,,,,,,,,,,,
6/8/2015,70,70,140,,"21,771","20,679","42,450",,,,,,,,,,,,
6/9/2015,72,78,150,,"21,843","20,757","42,600",,,,,,,,,,,,
6/10/2015,71,92,163,,"21,914","20,849","42,763",,,,,,,,,,,,
6/11/2015,55,69,124,,"21,969","20,918","42,887",,,,,,,,,,,,
6/12/2015,-25,-2,-27,,"21,944","20,916","42,860",,,,,,,,,,,,
